chr	pos	pvalue	snp_id
1	171207968	0.6891390697680954	chr1:171207968
1	181552130	0.18625851927962936	chr1:181552130
1	211138997	0.7293220271549954	chr1:211138997
1	79971397	0.9367355026572443	chr1:79971397
1	185472316	0.6050398113900868	chr1:185472316
1	26622474	0.20416871944635603	chr1:26622474
1	34515432	0.6827484167312655	chr1:34515432
1	104334010	0.34965086671060375	chr1:104334010
1	13806444	0.05879486892186421	chr1:13806444
1	236924580	0.3093153083989735	chr1:236924580
1	225473952	0.9065292509306306	chr1:225473952
1	12233423	0.4170279269742155	chr1:12233423
1	209577930	0.8660186846507815	chr1:209577930
1	127218543	0.5135727500875638	chr1:127218543
1	175490722	0.521808209070004	chr1:175490722
1	221732792	0.015164157854245392	chr1:221732792
1	144243621	0.6407330325560824	chr1:144243621
1	29081775	0.11673570658011603	chr1:29081775
1	644652	0.48396093053523376	chr1:644652
1	124230383	0.26771368710151794	chr1:124230383
1	237308033	0.39845913617102174	chr1:237308033
1	143155467	0.5417065821101328	chr1:143155467
1	93234784	0.024319473455953103	chr1:93234784
1	7730504	0.29173774743890657	chr1:7730504
1	228744854	0.9897158149489462	chr1:228744854
1	81789165	0.06682513456235402	chr1:81789165
1	176194350	0.32619955327579464	chr1:176194350
1	173559300	0.32820726021500174	chr1:173559300
1	63470790	0.38559206172343496	chr1:63470790
1	15944376	0.6879331092579218	chr1:15944376
1	96250094	0.25526636069613495	chr1:96250094
1	79282753	0.46566665069469226	chr1:79282753
1	175064099	0.6484149311839247	chr1:175064099
1	204945623	0.32909883774530274	chr1:204945623
1	55611354	0.9492848546982221	chr1:55611354
1	132057767	0.9798759085932545	chr1:132057767
1	10152086	0.12847683201063603	chr1:10152086
1	53563955	0.35038168555680205	chr1:53563955
1	190440401	0.21589234910841057	chr1:190440401
1	198349580	0.194921699601544	chr1:198349580
1	194101115	0.49607003995489674	chr1:194101115
1	35596981	0.5681888370535301	chr1:35596981
1	137758681	0.4313955201916232	chr1:137758681
1	105677103	0.2798293243663871	chr1:105677103
1	247871574	0.28583535851110325	chr1:247871574
1	163517467	0.9922068747773235	chr1:163517467
1	233800522	0.924440600250348	chr1:233800522
1	36337576	0.0851398525794636	chr1:36337576
1	112718318	0.6599851454761644	chr1:112718318
1	192901900	0.46230883140999585	chr1:192901900
1	91964432	0.6919259562271703	chr1:91964432
1	158127124	0.600991098485148	chr1:158127124
1	127925543	0.8903598760815933	chr1:127925543
1	247982352	0.07631843114593675	chr1:247982352
1	43468135	0.3561019329371285	chr1:43468135
1	233837173	0.9856391845178288	chr1:233837173
1	100392738	0.19046249550071062	chr1:100392738
1	116998241	0.13606010511158076	chr1:116998241
1	132150470	0.7316822859405697	chr1:132150470
1	66341637	0.7796608084172889	chr1:66341637
1	240914360	0.6755508121979136	chr1:240914360
1	227871801	0.778433870472326	chr1:227871801
1	243226275	0.6967843563722405	chr1:243226275
1	249229893	0.144412975466285	chr1:249229893
1	167450023	0.612139678503722	chr1:167450023
1	112921373	0.7791079157339371	chr1:112921373
1	212683475	0.8668614402612231	chr1:212683475
1	5951219	0.2537728902568706	chr1:5951219
1	208601011	0.1361564533291532	chr1:208601011
1	124321506	0.7832795391467539	chr1:124321506
1	168305006	0.2639828615853087	chr1:168305006
1	93511515	0.04161018353767846	chr1:93511515
1	92155788	0.8269614280128111	chr1:92155788
1	7929288	0.5109312224727515	chr1:7929288
1	105947357	0.33336680110413774	chr1:105947357
1	102088548	0.02131481417923367	chr1:102088548
1	56197775	0.04497417026086821	chr1:56197775
1	61830818	0.7946970378546917	chr1:61830818
1	146034895	0.4948088261152158	chr1:146034895
1	79442860	0.15822482880349556	chr1:79442860
1	207562977	0.36492057097652797	chr1:207562977
1	27846276	0.17365209606214768	chr1:27846276
1	144411236	0.12175273764858274	chr1:144411236
1	40011181	0.2835447424674022	chr1:40011181
1	132060156	0.5540134619877735	chr1:132060156
1	138136471	0.21790654173410465	chr1:138136471
1	160574421	0.3502343704719194	chr1:160574421
1	106856236	0.48315157511689505	chr1:106856236
1	127368671	0.4258294417913204	chr1:127368671
1	45238154	0.13734152113007675	chr1:45238154
1	115753837	0.048476979180529296	chr1:115753837
1	93257597	0.04510413967944953	chr1:93257597
1	166532776	0.35667722784758865	chr1:166532776
1	108705430	0.7216140577519495	chr1:108705430
1	194835412	0.13994274574197796	chr1:194835412
1	106498024	0.7891103152007813	chr1:106498024
1	58942793	0.7185175662206984	chr1:58942793
1	68422179	0.013904055976755078	chr1:68422179
1	11321306	0.03648039425202666	chr1:11321306
1	134979702	0.20308288338267114	chr1:134979702
1	207720220	0.06555970194007918	chr1:207720220
1	192277926	0.5360296742176028	chr1:192277926
1	109447366	0.04923098884383162	chr1:109447366
1	49030088	0.8046193796154437	chr1:49030088
1	215871110	0.4980324482563524	chr1:215871110
1	14195258	0.7306748230057528	chr1:14195258
1	99805681	0.7531955254264827	chr1:99805681
1	214153785	0.5116963002735304	chr1:214153785
1	98294171	0.9261092474909315	chr1:98294171
1	29468867	0.990338366116755	chr1:29468867
1	66487375	0.3656225391544004	chr1:66487375
1	150007360	0.1346054988467412	chr1:150007360
1	38008976	0.3696057968613882	chr1:38008976
1	163733831	0.23112035804412742	chr1:163733831
1	109540482	0.5356956103911327	chr1:109540482
1	83597375	0.38460372523987746	chr1:83597375
1	60231370	0.48564492014392296	chr1:60231370
1	205832496	0.7655557003152414	chr1:205832496
1	99168486	0.28128076479643366	chr1:99168486
1	184619816	0.5420999773933282	chr1:184619816
1	110088798	0.34180963683540155	chr1:110088798
1	22966796	0.7871112554794547	chr1:22966796
1	110126493	0.6431412660836193	chr1:110126493
1	126921944	0.01841968320550463	chr1:126921944
1	114460548	0.6634508276941662	chr1:114460548
1	204060427	0.1784603879859165	chr1:204060427
1	227712837	0.7272290523010089	chr1:227712837
1	196694668	0.5716652801770035	chr1:196694668
1	145695475	0.40746785094594296	chr1:145695475
1	135362490	0.6971257649151859	chr1:135362490
1	161154007	0.8580273530100924	chr1:161154007
1	71957574	0.7809562767234525	chr1:71957574
1	202961711	0.5499254838061884	chr1:202961711
1	214212044	0.7254673770569344	chr1:214212044
1	66804290	0.4197754088488261	chr1:66804290
1	225704552	0.7911358603474974	chr1:225704552
1	212183180	0.8307613727065899	chr1:212183180
1	106121691	0.14592089850763476	chr1:106121691
1	227250050	0.24565104599800683	chr1:227250050
1	30109748	0.27728884997566683	chr1:30109748
1	6996639	0.17442090179227066	chr1:6996639
1	86966706	0.3986096568284465	chr1:86966706
1	141358924	0.20110287933511617	chr1:141358924
1	87860653	0.5995839178173434	chr1:87860653
1	235516933	6.7399793681051485e-12	chr1:235516933
1	63677557	0.27721996149648886	chr1:63677557
1	70303348	0.6688654394868931	chr1:70303348
1	158706903	0.40455967190201575	chr1:158706903
1	965970	0.42724811443487365	chr1:965970
1	181889263	0.7999460004288054	chr1:181889263
1	94367370	0.9846664377580766	chr1:94367370
1	244436966	0.5694171054216708	chr1:244436966
1	172854398	0.08827649974897167	chr1:172854398
1	13053738	0.11187394448139956	chr1:13053738
1	23156952	0.9688157148091219	chr1:23156952
1	22042026	0.6824425636209869	chr1:22042026
1	238155564	0.7549444271504812	chr1:238155564
1	171012885	0.679006120108686	chr1:171012885
1	106901501	0.18782142567820176	chr1:106901501
1	50120672	0.4538785392165144	chr1:50120672
1	218409936	0.800099633243172	chr1:218409936
1	50388981	0.8676993333126526	chr1:50388981
1	176669804	0.24496215959890832	chr1:176669804
1	190831090	0.6000021729254824	chr1:190831090
1	73664022	0.16553088371106883	chr1:73664022
1	126228684	0.958694104390534	chr1:126228684
1	55747320	0.2596822461025627	chr1:55747320
1	94732414	0.7293687773178578	chr1:94732414
1	241283599	0.23880181478458581	chr1:241283599
1	173284508	0.6198934034497562	chr1:173284508
1	211653551	0.6626716639524299	chr1:211653551
1	135149892	0.3351438224202052	chr1:135149892
1	59759935	0.8206455267717907	chr1:59759935
1	178219964	0.886517189264976	chr1:178219964
1	125141990	0.8565192309514551	chr1:125141990
1	44212217	0.33749023727007016	chr1:44212217
1	103107472	0.7468968564225275	chr1:103107472
1	158710054	0.5638958473205319	chr1:158710054
1	183832964	0.5967020412470915	chr1:183832964
1	60805198	0.4826508344058772	chr1:60805198
1	218999334	0.6042585364891829	chr1:218999334
1	94887776	0.1442976164553925	chr1:94887776
1	67784179	0.41475876078628077	chr1:67784179
1	48780013	0.18589504436806653	chr1:48780013
1	201042833	0.2873044756617115	chr1:201042833
1	88541143	0.13653639056291245	chr1:88541143
1	120849756	0.22037064916979984	chr1:120849756
1	55704955	0.7841099632298387	chr1:55704955
1	171522767	0.5543380975558936	chr1:171522767
1	195258351	0.03340668732711265	chr1:195258351
1	84856312	0.7906392389640945	chr1:84856312
1	236269846	0.9103737119701957	chr1:236269846
1	7652652	0.8816249830248113	chr1:7652652
1	33235775	0.8247867140445886	chr1:33235775
1	147196757	0.9922942783729275	chr1:147196757
1	175351715	0.5905379359825537	chr1:175351715
1	62670747	0.9629617522297558	chr1:62670747
1	138517774	0.9493557901764131	chr1:138517774
1	79596561	0.3201063431984049	chr1:79596561
1	138522311	0.8647994184953121	chr1:138522311
1	164831919	0.7945479389031894	chr1:164831919
1	243202013	0.7780407896270748	chr1:243202013
1	113924215	0.8973179635790027	chr1:113924215
1	162054010	0.3903481098211046	chr1:162054010
1	144509811	0.4060544162285081	chr1:144509811
1	79388723	0.6436517861116	chr1:79388723
1	63266032	0.7404264924361986	chr1:63266032
1	246967680	0.8809397316310383	chr1:246967680
1	51713090	0.877086867452689	chr1:51713090
1	197568816	0.7241262281423972	chr1:197568816
1	36646847	0.9573238500433074	chr1:36646847
1	201087817	0.18684233275677986	chr1:201087817
1	46432110	0.9508364487082854	chr1:46432110
1	241789161	0.07354956721328534	chr1:241789161
1	171496914	0.5600656623799991	chr1:171496914
1	22529560	0.09929498743804102	chr1:22529560
1	173294279	0.5723209654461551	chr1:173294279
1	150905190	0.39620861533116225	chr1:150905190
1	84386561	0.09079333718736299	chr1:84386561
1	65183999	0.6516356369739464	chr1:65183999
1	179690195	0.7338860196266134	chr1:179690195
1	185340343	0.1824435594837815	chr1:185340343
1	81801462	0.6974923521156813	chr1:81801462
1	219056777	0.1872570736562556	chr1:219056777
1	67206804	0.14602248482212374	chr1:67206804
1	17466106	0.15588963385949828	chr1:17466106
1	149966961	0.6030876842647915	chr1:149966961
1	26767643	0.7810029000453371	chr1:26767643
1	69166016	0.6009247644590755	chr1:69166016
1	126796598	0.8112579384880626	chr1:126796598
1	71589905	0.5955625676596655	chr1:71589905
1	53749085	0.7993480348750018	chr1:53749085
1	175796353	0.9767572761219676	chr1:175796353
1	136749835	0.39705020988854234	chr1:136749835
1	209940312	0.15844275515762576	chr1:209940312
1	145309898	0.1440428435879081	chr1:145309898
1	120861802	0.601502820690032	chr1:120861802
1	65314087	0.5516320351967885	chr1:65314087
1	198016468	0.19239302475661046	chr1:198016468
1	49217752	0.8832839130409967	chr1:49217752
1	60557102	0.9571808847696466	chr1:60557102
1	210397149	0.2606834866722687	chr1:210397149
1	185298131	0.21481410159205636	chr1:185298131
1	153218372	0.22178263378447177	chr1:153218372
1	9730132	0.39354731439444585	chr1:9730132
1	31814404	0.8546949035459569	chr1:31814404
1	124989365	0.6000010038417067	chr1:124989365
1	186584730	0.07687789741534322	chr1:186584730
1	116025216	0.4782492943203466	chr1:116025216
1	4323256	0.09942836619781165	chr1:4323256
1	46067499	0.4121519728683557	chr1:46067499
1	147191674	0.40948494088028387	chr1:147191674
1	173554264	0.6518691390525492	chr1:173554264
1	8357078	0.55395942729347	chr1:8357078
1	10832938	0.8760072345156952	chr1:10832938
1	65327528	0.02611243083881762	chr1:65327528
1	20875423	0.7762588338737026	chr1:20875423
1	135486558	0.03243175754628332	chr1:135486558
1	30925495	0.3112469301916023	chr1:30925495
1	162054833	0.8808665067977678	chr1:162054833
1	194306329	0.6935100299603505	chr1:194306329
1	242629165	0.18027671158248187	chr1:242629165
1	237101740	0.4958766986708235	chr1:237101740
1	68341287	0.724685139168206	chr1:68341287
1	7352400	0.937969888126134	chr1:7352400
1	82353054	0.6379779872260217	chr1:82353054
1	177120029	0.03442865731859801	chr1:177120029
1	14950302	0.5047048410993207	chr1:14950302
1	89928164	0.16143202277911944	chr1:89928164
1	74508636	0.05730175497017212	chr1:74508636
1	54836408	0.6025255283347685	chr1:54836408
1	176532688	0.7791526834853202	chr1:176532688
1	164774251	0.04569994994144026	chr1:164774251
1	133873523	0.7857533782558642	chr1:133873523
1	227693659	0.7093240010133937	chr1:227693659
1	25784713	0.7544670192866777	chr1:25784713
1	37422306	0.25228108898854346	chr1:37422306
1	95862419	0.39965950093849484	chr1:95862419
1	163970512	0.1285533189351468	chr1:163970512
1	146019823	0.24650204073212184	chr1:146019823
1	18510671	0.30976177476265576	chr1:18510671
1	239606200	4.4019929749592325e-10	chr1:239606200
1	76266204	0.1832894892158437	chr1:76266204
1	89743153	0.19682468009043194	chr1:89743153
1	155907449	0.9024556957942386	chr1:155907449
1	236291379	0.7860546786674497	chr1:236291379
1	165672059	0.351032926456523	chr1:165672059
1	238693332	0.9481671040861511	chr1:238693332
1	46897779	0.24653348566440067	chr1:46897779
1	154702482	0.4127522489155502	chr1:154702482
1	207219722	0.8153900583202249	chr1:207219722
1	127256117	0.4484575065015904	chr1:127256117
1	90543418	0.2422790696790645	chr1:90543418
1	246189632	0.3748501129452735	chr1:246189632
1	35246835	0.5057138616509347	chr1:35246835
1	102732381	0.624437939823734	chr1:102732381
1	218343438	0.41155043458570806	chr1:218343438
1	225120186	0.4369912878087745	chr1:225120186
1	245095525	0.27130417667341095	chr1:245095525
1	221211898	0.5399938254332376	chr1:221211898
1	12739256	0.22726167143185091	chr1:12739256
1	232441624	0.8688509559269951	chr1:232441624
1	107041797	0.7498933995636384	chr1:107041797
1	162904796	0.41617619853004223	chr1:162904796
1	98568967	0.7497555685625192	chr1:98568967
1	203417019	0.01692598239127929	chr1:203417019
1	143979819	0.3510443304159726	chr1:143979819
1	211386160	0.4458981366653207	chr1:211386160
1	48442867	0.4751005224702403	chr1:48442867
1	46245773	0.7512441629332355	chr1:46245773
1	110094200	0.9631793532860966	chr1:110094200
1	1187886	0.386197159138375	chr1:1187886
1	173213238	0.35709385103259594	chr1:173213238
1	74013431	0.6144100743145922	chr1:74013431
1	139324836	0.2884410780496631	chr1:139324836
1	17500890	0.14993683047703735	chr1:17500890
1	42661089	0.9619254617872768	chr1:42661089
1	155714792	0.8114346572409319	chr1:155714792
1	76415656	0.9589145574938865	chr1:76415656
1	53680485	0.2256545498970775	chr1:53680485
1	57211625	0.027631122819973875	chr1:57211625
1	53704841	0.44288895998072536	chr1:53704841
1	155712737	0.9342728733616654	chr1:155712737
1	41922803	0.14694208548304133	chr1:41922803
1	90676589	0.1260136676062524	chr1:90676589
1	171971716	0.07826325640338364	chr1:171971716
1	128417764	0.767367818942655	chr1:128417764
1	149320217	0.7880672684952036	chr1:149320217
1	62726744	0.6984222951068294	chr1:62726744
1	233178718	0.06275892667111273	chr1:233178718
1	103469812	0.7260554524570517	chr1:103469812
1	71740984	0.4541425203770703	chr1:71740984
1	226081546	0.16631547771723892	chr1:226081546
1	163822403	0.30217475037975605	chr1:163822403
1	153486465	0.5061353715336313	chr1:153486465
1	221683663	0.33635495754698425	chr1:221683663
1	14635071	0.9700517344741765	chr1:14635071
1	209419878	0.4799943242901273	chr1:209419878
1	169466091	0.3784290051496222	chr1:169466091
1	89998198	0.6764337746783563	chr1:89998198
1	64087835	0.6540396062873557	chr1:64087835
1	26201474	0.012414887601214744	chr1:26201474
1	235268542	0.6222889613177355	chr1:235268542
1	35478025	0.25133128502134333	chr1:35478025
1	64859633	0.3814813051720424	chr1:64859633
1	172776794	0.7092854018274959	chr1:172776794
1	177538109	0.5618123588005889	chr1:177538109
1	40192176	0.374968592713546	chr1:40192176
1	203532790	0.1757362483187528	chr1:203532790
1	127571817	0.5104273653752757	chr1:127571817
1	212114169	0.32617236327213117	chr1:212114169
1	21821347	0.9137985303239944	chr1:21821347
1	10707499	0.5390031738861601	chr1:10707499
1	159247595	0.8673043542287083	chr1:159247595
1	37505949	0.39627921819867623	chr1:37505949
1	131237261	0.8291627921500809	chr1:131237261
1	3527189	0.06597153315035784	chr1:3527189
1	194982315	0.3051378353123348	chr1:194982315
1	224882542	0.08739417371425239	chr1:224882542
1	209720690	0.04133367890772517	chr1:209720690
1	239588203	0.9196736228698877	chr1:239588203
1	225773938	0.7197000569556831	chr1:225773938
1	111004504	0.6288589638237859	chr1:111004504
1	99587052	0.5371678813177146	chr1:99587052
1	224045916	0.5738584958546735	chr1:224045916
1	231734698	0.642303477572589	chr1:231734698
1	243208987	0.8283139967927022	chr1:243208987
1	192079308	0.600919670237573	chr1:192079308
1	50497207	0.7510949554797736	chr1:50497207
1	236238534	0.2881682713114376	chr1:236238534
1	236785366	0.9769941204383074	chr1:236785366
1	166532840	0.041578236352658636	chr1:166532840
1	214320066	4.8813300265429644e-08	chr1:214320066
1	140294105	0.8832290559886669	chr1:140294105
1	236031736	0.18871773305932826	chr1:236031736
1	23484099	0.1499247120043214	chr1:23484099
1	215990924	0.37177645923091435	chr1:215990924
1	13875907	0.43391275351165925	chr1:13875907
1	84776763	0.9340601200551104	chr1:84776763
1	33831410	0.8377583393617328	chr1:33831410
1	119783773	0.46944874131360903	chr1:119783773
1	58061539	0.973245349872787	chr1:58061539
1	238018094	0.6458556201174737	chr1:238018094
1	139830333	0.8749221446620723	chr1:139830333
1	224432684	0.2535964106819572	chr1:224432684
1	69514617	0.49407443355698294	chr1:69514617
1	6494389	0.03942004122286896	chr1:6494389
1	193913750	0.018791391333784355	chr1:193913750
1	175594414	0.7083986887300698	chr1:175594414
1	136372911	0.1271106862409447	chr1:136372911
1	203835682	0.5523301547397095	chr1:203835682
1	210021093	0.6990474073879197	chr1:210021093
1	146975827	0.04191224036734287	chr1:146975827
1	241481947	0.4542539851542252	chr1:241481947
1	179927986	0.6873104176159813	chr1:179927986
1	169218844	0.8908336779763015	chr1:169218844
1	90355448	0.3062377995956399	chr1:90355448
1	564644	0.9744743643874869	chr1:564644
1	60235668	0.8460960846631004	chr1:60235668
1	190980126	0.6541287213610358	chr1:190980126
1	177467813	0.39800625217366986	chr1:177467813
1	82755536	0.7139992724375036	chr1:82755536
1	156395743	0.8180313363796499	chr1:156395743
1	48821869	0.3102668761376917	chr1:48821869
1	65906929	0.992901764257959	chr1:65906929
1	236852023	0.9095331760570926	chr1:236852023
1	103295143	0.4906464259394934	chr1:103295143
1	61246898	0.7256016166176413	chr1:61246898
1	121777061	0.5287688056725941	chr1:121777061
1	96753969	0.763321246675056	chr1:96753969
1	182382259	0.8287123818392016	chr1:182382259
1	240529026	0.0329903296054721	chr1:240529026
1	147934356	0.08834070940364276	chr1:147934356
